string,label,label_confidence,length
reported the same results.(9) The present study is a simplification and an improvement of the original ROLL technique.,result,,Short
"The mission, as defined in (Rüdiger et al., 2007a), is thus just a special trajectory or behavior inB.",background,0.7394000000000001,Short
"1995), and exerts psychostimulant and memory-reinforcing properties (Ladurelle et al. 1997; Léna et al. 1999; Sebret et al. 1999); it B.",background,0.7706000000000001,Short
", it may add half-siblings, step-siblings, and grandparents of step-siblings) and therefore lead to negative implications for children (Brown et al. 2015).",background,1.0,Short
"In reference to MDMA, the lethal dose—50 in male albino mice—was almost 5 times lower in aggregated than in isolated conditions (Davis et al., 1987).",background,1.0,Short
"These results differ from those of Goodman et al. (2002) but are in agreement with two other studies (Lachman et al., 1996; Syv√§nen et al., 1997).",result,,Short
"EEG analyses
the analyses of oscillatory activity were conducted according to previously published methods (e.g., see arzy et al. 2010; Bernasconi et al. 2011).",method,0.7316,Short
"Because the doses of labeled caffeine were adjusted to body weight, the 13C enrichment values were recorded without body weight normalization [14].",background,1.0,Short
"Data Centric Storage (DCS) [24, 27, 42, 56] is a prominent data-storage and queryprocessing mechanism on Wireless Sensor Networks (WSNs).",background,1.0,Short
"In addition, it was shown before that domain I is necessary for the degradation of the substrates (23, 27).",background,1.0,Short
"In France, the SCID (the Structured Clinical Interview for DSM-IV [22]) was used to identify schizophrenia.",method,,Short
"2013), whereas with the overexpression of the strawberry FaMYB1, it is shared only the down-regulation of ANS/ LDOX (Aharoni et al. 2001).",background,1.0,Short
"The remaining 10% were attributed to a diploid oocyte due to a failure in the first meiotic division (Jacobs et al., 1978).",background,0.7037,Short
"The cutting scores for TOMM and WMT were derived from the test manuals (Green, 2005; Tombaugh, 1995).",method,,Short
"4B, top) by using a method of adenovirus conjugated to poly-Llysine as described previously (15).",method,1.0,Short
The FLNA(16-23) fragment was injected on immobilized ICL3 or ICL3ΔCt (FLNA negative control) prior to β-arr2 injection.,method,0.6084,Short
"If macros are considered to be critically important, it would be possible to replace them by function calls using demacrofication [76].",background,1.0,Short
Two prospective studies described combination therapy with EECI and balloon dilation: one each from Japan [11] and Germany [12].,result,1.0,Short
"Genome-wide SNP genotyping for SHARP subjects was performed by Affymetrix, Inc. (Santa Clara, CA) using the Affymetrix Genome-Wide Human SNP Array 6.0.",method,,Short
"4%, an enormous improvement compared to the Lumbini survey 1995 result that reported just 15% [20, 24, 38].",result,1.0,Short
"The next section recaptures some basic results on multifractal products of stochastic processes as developed in Kahane (1985), Kahane (1987) and Mannersalo et al (2002).",background,0.6413,Short
"The knee extensor force was thus registered through the axis of the load cell perpendicular to the shank (39,46).",background,0.7344,Short
The HIR complex has been reported to interact with SWI/SNF and is necessary for the recruitment of SWI/SNF to the histone genes [22].,background,1.0,Short
"Hogan, et al also showed that literacy was the most important factor in increasing contraceptive knowledge and the desire to limit or space births (31).",background,1.0,Short
"Inclusion criteria were [9, 14, 15]: (1) All the patients had undergone total resection and were confirmed to be HGG by pathology.",background,0.7498,Short
"We use one stage face detector with main bone of ZF-net [34], VGG CNN M 1024 [3], VGG16 [25] and ZF-24-net.",method,,Short
"Random transposon mutagenesis by TnYLB-1 The mutagenesis was preformed according to Le Breton et al., 2006 [92].",method,,Short
"Language Stream In our experiments, we apply the GoogleNet [36] with batch normalization [44] as image encoder and CNN-RNN [34] as text encoder.",method,,Short
Investigations of the intact animal and of reduced abdominal preparations have shown that the force generated by the reflex can widely vary (Krans and Chapple 2005).,background,0.6055,Short
"We previously reported that oxidative DNA damage in chondrocytes accumulates in the degenerated articular cartilage in OA, reducing its maintenance potential [4].",background,1.0,Short
"One way to understand these algorithms is to view their cost functions as free-energy functions from statistical physics (Yedidia et al., 2004; Heskes, 2003).",background,0.7671,Short
Parke’s (1999) Error Duration Model contains long memory exclusively at the zero frequency.,background,1.0,Short
An SVC is equivalent to a shunt capacitor and a shunt reactor that can be adjusted to control the voltage and reactive power at its terminals in a prescribed manner [9].,background,0.7297,Short
"GFP fluorescence of COS7 cells expressing GFP-COQ7 and the deletion mutants GFPCOQ7(11-217), lacking amino acids 1-10, and GFP-COQ7(30-217), lacking amino acids 1-29.",background,1.0,Short
"Additionally, PTM sites possessing protein structures with modified residues were obtained from annotations on the PTM-SD database [19].",method,,Short
"Most algorithms proposed for mining closed patterns require all candidates found so far to be kept in memory to avoid duplicates [9, 11, 12].",background,1.0,Short
"This increase activates the Na/Ca exchanger, which leads to an increase in cytosolic Ca [21, 23, 33, 64, 100, 101, 107–115].",background,1.0,Short
"Also, a recent study suggested that retinopathy of prematurity (ROP) may be increased due to INDO [20].",background,1.0,Short
"Excess glutamate and excitotoxicity also contributes to epilepsy (Meldrum, 1994), and causes seizures in animal models.",background,1.0,Short
"PerRBS regulon genes includes katA, ahpCF, hemAXCDBL, mrgA, pfeT (formerly zosA), fur, and perR (Fuangthong et al., 2002; Guan et al., 2015).",background,1.0,Short
"Immunoaffinity purification of TLA. mAb G19 recognizes an extracellular epitope associated with the tip link (Goodyear and Richardson, 2003).",background,1.0,Short
We shall compare our iterative process with the algorithm [25] to help understanding our extended version.,method,1.0,Short
"Prdm1 (encoding Blimp-1) has known roles in effector CD8+ and CD4+ T cell differentiation (Rutishauser et al., 2009; Shin et al., 2009; Johnston et al., 2009).",background,1.0,Short
"Intriguingly, using MPRs-deficient MEF cells, mouse and human CLN5 have been shown to reach lysosomes in an MPRindependent manner [12].",method,0.7516,Short
"This area has been the subject of a great deal of recent interest [1, 7, 11, 14, 20].",background,0.6154000000000001,Short
Hearts were excised and perfused retrograde via the aorta with modified Krebs-Henseleit (K-H) buffer oxygenated with 95% O2-5% CO2 as previously described (12).,method,,Short
Buccal swabs from 379 IWHs were taken using Isohelix DNA Buccal Swabs (Cell Projects Ltd. UK).,method,,Short
"As reported in a previous study (18), Dox-induced myocardial accumulation of LC3 and p62 proteins indicates a possible impairment of autophagic degradation.",background,1.0,Short
It was suggested that the enhanced sympathetic nervous system resulting from a low protein diet increased cell proliferation and enhanced gastric carcinogenesis [77].,background,1.0,Short
"It is well known that dexketoprofen acts principally through inhibiting COX-1 [15], and meloxicam is a selective and specific COX-2 inhibitor [4, 10].",background,0.6151,Short
"However, two other groups found that excitatory transmission was depressed only in wildtype mice (Kawamura et al., 2006; Takahashi and Castillo, 2006).",background,1.0,Short
"Results can be returned in various forms, including the SZS-compliant result status used in the CASC [27, 36] competition for automated theorem provers.",method,,Short
It also extends the number of dendrophylliid corals known from the Azores to eight (Braga-Henriques et al. 2013).,background,0.7358,Short
"of the mice (n = 89) that were phenotyped for innominate artery atherosclerosis, an artery that recapitulates human atherosclerosis [40].",background,0.7433000000000001,Short
The randomized response technique for polling was first introduced in 1965 [25].,background,0.6011000000000001,Short
"No, or very few, UB-IG have been found in the mouse (Grozdanovic et al. 1992) and rat (Gabella and Uvelius 1990).",background,1.0,Short
In [12] the authors give upper and lower bound of the message delivery delay in multi-copy message routing scheme.,background,0.7261000000000001,Short
Increased tract size may be selectively favoured to grant females greater control over fertilization under sperm competition (Birkhead 1995).,background,1.0,Short
"The present study findings concur with previous reports in that when bone defects occur they are commonly on the tibial side (3,11,22,24).",result,1.0,Short
"Previously, we reported the occurrence of 2,6-dihydroxybenzoate decarboxylase in A.tumefaciens IAM12048
(Yoshida et al. 2004a).",background,0.7415,Short
"Letters have a broad spatial frequency spectrum, but the most important frequency of a letter is thought to be :2 cycles per letter width [16,17].",background,1.0,Short
"At the level of strategical planning, both Nederlandse Spoorwegen and Deutsche Bahn AG use software which is based on the PESP-model ([19, 11]).",method,0.7543000000000001,Short
"Antibodies for immunohistochemistry were: anti-FSP1 rabbit polyclonal antibody, 1:1,000 (7, 8); FITC- or P6-labeled goat anti-rabbit IgG (Vector Laboratories Inc.",background,0.7347,Short
"We used xtcsd routine in STATA, developed by De Hoyos and Sarafidis (2006) to check such assumptions in STATA.",method,,Short
Murray [3] used gait to classify the pathologically abnormal patients into different group for appropriate treatment.,method,,Short
"Recent advances in biliary drainage techniques have dramatically improved the mortality rate from [40% before the 1970s [7–9] to the more recent rate of \20% [10, 11].",background,0.7307,Short
"have been proposed as potential alternatives to the Turing Test, specifically targeting its potential weaknesses and inadequacy [1].",method,,Short
"Western blot analysis was performed as described (20, 24), using 10 mg of protein per lane.",method,1.0,Short
More details about the acquisition protocol can be found in Ferizi et al. (2015).,background,0.7592,Short
"In vivo, 8 bp sequences have ∼100 accidental matches within a bacterial genome (20); however, almost no 20 bp sequence has an accidental match.",background,1.0,Short
"However, in humans, MMA and DMA are the most relevant metabolites (Cohen et al., 2006; Tapio and Grosche, 2006).",background,1.0,Short
"Risk factors for CVD are more prevalent among PLWH [2], and use of various antiretroviral (ARV) drugs has been shown to be associated with an increased risk of CVD [3].",background,0.7706000000000001,Short
"The patients’ paroxetine plasma concentrations at week 6 were measured using a high-performance liquid chromatography (HPLC) method developed in our laboratory [51,52].",method,,Short
"This contradicts to existing methods [21, 27] which limit the attention to the subgraph induced by the infected nodes.",result,0.7384000000000001,Short
de quadratic measure of dependency QR [15] in general produce scores that are not comparable across subspaces of different dimensionality.,background,1.0,Short
", 2000) (serine 102/glutamine 103), which corresponds to the serine 88/glutamine 89 of HMGA1, phosphorylated by ATM (Pentimalli et al., 2008).",background,0.7362000000000001,Short
"418f), Abeler et al. (2010) provide controlled evidence in favor of this intuition.",background,1.0,Short
[20] estimate that over the course of a year a victimized child suffers a mean number of three different kinds of victimization.,background,0.6119,Short
"Several reports showed that TRPA1 antagonists, such as ruthenium red, HC-030031, AMG5445, A967079 and camphor, possess analgesic properties [26-31].",background,0.7454000000000001,Short
Ishizawa [71] 1 First laparoscopic experience with NIRF-C during cholecystectomy.,background,1.0,Short
"Neurabin I has been shown to be phosphorylated in vitro by protein kinase A (PKA), which decreases its binding to PP1c (33).",background,0.7335,Short
"First of all, the percentage of parents‚Äö√Ñ√¥ positive attitudes towards vaccinations was exceptionally high compared with other similar studies [7-9].",result,,Short
"When applying linear models to binary data, the predictions generated may not lie within a plausible range (\0 or [1) (McDonald 1999; Sharp et al. 2006).",method,,Short
"Human CD4+Foxp3+ T cells are phenotypically heterogeneous and include the CD45RO+ and CD45RA+ T cell subtypes [22,23].",background,1.0,Short
"All stimuli were presented using Psychophysics Toolbox [46] running under Matlab (Mathworks, Natick, MA) on an Apple Macbook Pro.",method,,Short
performed as described previously [38] from wild-type (WT) animals with anti-NG2 beads from the same vendor according to the Miltenyi protocol.,method,1.0,Short
"However, the apparent absence of multiple spatially periodic extensional fabrics [Ghent and Hansen, 1999] argues against",background,0.7425,Short
The first three MPLs correspond to the type of willingness-to-pay tasks used in Meier and Sprenger (2010). Each list is a series of binary choices.,method,,Short
"In a spectroscopic or imaging experiment one could then mask out the undesired sideband echoes, and recover solely the centerband’s signal [22].",background,1.0,Short
1998) and to some extent in the feces (Kimura et al. 1979; Hawkins et al. 1980; Klos and Dekant 1994; Hissink et al. 1997).,background,1.0,Short
"In Reference [7], with the same system model as in References [5,6], we have presented two anti-jamming coding techniques, namely, rateless coding and piecewise coding.",method,0.7619,Short
": +33-1-49813658 Fax: +33-1-49813685
also stimulates dopamine release from rat nucleus accumbens after i.p. administration (Ladurelle et al. 1997).",background,1.0,Short
"Briefly, 7-mm-thick sections were deparaffinized according to our established protocols (Faul et al., 2011).",method,0.7385,Short
"The gene EF1a (At1g07930), encoding elongation factor 1a, was used for quantitative normalization (Curie et al., 1991).",method,,Short
"For Amboseli, this value is approximately 50 mm (see also Dunbar 1992; Bronikowski and Altmann 1996).",background,0.7411,Short
The following murine mAb’s were used: 3BD10 (epitope TSHR amino acid residues 25–51) (27) and 2C11 (epitope containing amino acid residues 354–359) (29).,method,,Short
"EEG analyses
 the analyses of oscillatory activity were conducted according to previously published methods (e.g., see arzy et al. 2010; Bernasconi et al. 2011).",method,,Short
"Cigarette smoking has been previously shown to increase caffeine clearance [28,29] and affect the CBT results [14].",background,1.0,Short
"Mice deficient in cd39 on the C57BL/ 6/129 svj strain or in cd73 on the BL6 stain were generated, validated, and characterized as described previously (15, 16).",method,0.7579,Short
Extracellular amplitude computation has been described in detail (Krans and Chapple 2005).,background,0.7794000000000001,Short
"Many researchers have highlighted the necessity of considering memorability when designing phrase sets [23, 25, 33, 39].",background,0.6082000000000001,Short
"conserved protein across bacterial phyla, and in some bacteria it is auto-regulated at the translational level [39].",background,1.0,Short
"several members of A Disintegrin And Metalloproteinase (ADAM) family in thymic T cell development has been reported [7,8,9,10].",background,0.6081,Short
"Like HRR, ANHEJ also requires the processing of DSBs by MRE11 [22–25] and CtIP [18,26,27].",method,0.7973,Short
The mongooses (Herpestidae) are a small clade of 34 species that epitomize all these aspects of social variation (Rood 1986; Schneider and Kappeler 2014).,background,1.0,Short
These therapeutic options do not restore normal hyaline cartilage and have a short-term success rate [2].,background,1.0,Short
"Third, PWM-20 is based entirely on the functional p53 REs (34 in vivo REs used for PWM-20 compared to 37 in vitro BSs used by Hoh et al. [64].)",method,,Short
"Stenosis of the stoma, one of the late complications, occurred in children with ileal conduit in up to 42% [5, 6, 7].",background,1.0,Short
"For these samples, we applied a nested primer approach and used the additional primers: L15383* (Cibois and Pasquet 1999) and H15149* (Kocher et al. 1989).",method,,Short
differences that might be expected on an additive scale of interaction as described by Hosmer and Lemoshow [46].,method,,Short
"The title pages were, with slight modifications, the same as those used in the previous study by Svenonius and Molto (1990).",method,,Short
"On the other hand, in small-t-transfected CV-1 cells, the activation of MEK and MAP kinase by inhibition of PP2A was dependent on PI 3-kinase and PKC (53).",background,0.7311000000000001,Short
"Exposure to radiation especially at young ages is a risk factor in thyroid cancer [3], though in most cases, specific risk factors for DTC cannot be identified [4].",background,1.0,Short
"However, Lo and Yeh [21] found that above protocols [18–20] cannot is vulnerable to the denial of proof attack.",background,1.0,Short
A thorough evaluation of the PPDF and computation of its moments can be obtained via Markov Chain Monte Carlo (MCMC) methods [3].,method,,Short
The false discovery rate (FDR) of identification was calculated to be less than 1% as described [30].,method,,Short
"According to previous works, it is well-known that different solvent combinations can be employed for the separation and analysis of cannabinoids in HPLC-MS/MS [35, 36].",background,0.7602,Short
"The sano locus encodes a putative cytoplasmic protein of 778 aa, which is related to the Themis gene family (Chung et al., 2009; Johnson et al., 2009).",background,0.7402000000000001,Short
"In fact, naive subjects are not able to distinguish real from synthetic stimuli (Turing test) (Ezzat et al. 2002).",background,1.0,Short
"Gln105 of human NQO1 is an
especially important residue for catalytic activity (Chen et al., 2000).",background,0.7415,Short
"[11] have examined textile electrodes properties, comparing them with standard Ag-AgCl electrodes using evaluation of human surface ECG.",method,,Short
"A similar trend exists for thyroid cancer, as the diagnosis of small and indolent tumors has steadily risen.(8,9)",background,0.7488,Short
"One of the most promising methods among them is PLDA (Kenny, 2010; Prince and Elder, 2007).",method,0.7652,Short
"Studies have demonstrated that intermittent hypoxia (IH) is the key pathophysiological character of OSA [2, 3].",background,1.0,Short
", 2004), improve carcass characteristics (Swingle et al., 1979; Matulis et al., 1987; Cranwell et al., 1996a; Stelzleni et al., 2007) and meat quality (Cranwell et al.",background,1.0,Short
The UB-Tree [20] integrates a space filling curve and a BTree creating a primary index for multidimensional data.,background,1.0,Short
"Following selective amplification, PCR products were purified using Sephadex G-75 gel filtration columns (Porath and Flodin 1959).",method,,Short
[1] reported that 17% of women using the LNG-IUS for contraception experienced a period of at least 90 days of no B/S during the first year.,background,0.7493000000000001,Short
"Particularly, when A‘ ¼ 0 it reduces into the normalized RBF nets (Moody & Darken, 1989; Nowlan, 1990; Xu, 1998a; Xu et al., 1994).",background,1.0,Short
These findings unlike that of Craik et al. (1996) show that retrieval processes can be disrupted under conditions of divided attention.,result,0.7598,Short
"Both ADAM10 and ADAM17 are believed to influence T cell development via their activity as sheddases for Notch receptor and Notch ligands [8,9,10].",background,0.7384000000000001,Short
Average part interpretability of filters in CNNs for singlecategory classification using the Pascal VOC Part dataset [3].,method,1.0,Short
"At last, we apply RMR and G-RMR on the application of human head pose estimation (Sherrah and Gong, 2001).",method,,Short
"In our previous study [2], we generalized FTLE and LCS to analyze uncertain unsteady flows based on SFMs.",method,0.6062000000000001,Short
"some GST polymorphisms are thought to alter cancer susceptibility in mammals (Hayes and Pulford, 1995).",background,1.0,Short
"These reports are consistent with SdpI regulating dynamin-driven fission of endocytotic and transport vesicles from their donor membranes (15, 17, 18, 20).",result,,Short
"These two steps are the same as in the original algorithm [25], which has its orientation in spectral clustering [14].",background,0.7322000000000001,Short
"Some relevant case studies exist that concentrate on master data management and organisational aspects (e.g. Otto, 2012b).",background,1.0,Short
"Moreover, it has been suggested that NSP1 binds to an unidentified cytoskeleton component since it co purifies with the cytoskeleton fraction [15].",background,1.0,Short
"SMF-based VCSEL links can transport data across fiber distances of several kilometers; however, these devices need much more power as discussed in [7].",background,0.7559,Short
", 2000) or disease state (Ricceri et al., 2007; Scattoni et al., 2008; Young et al., 2010; Wohr et al., 2011a).",background,0.7215,Short
"Therefore, eight separate comparisons were considered in this meta-analysis [6–12].",background,0.7514000000000001,Short
"Mycotoxins are of particular interest, because Aspergillus species produce some of the most important mycotoxins (Frisvad et al. 2007a).",background,1.0,Short
"The predicates p and q are interpreted in [112, 24] as first-order predicates.",background,0.7668,Short
"The role of IgG1 depends on its origin, being anaphylactic when induced by IL-4 and non-anaphylactic when induced by IL-12 or IFN-γ [60].",background,0.7802,Short
We also compared our system with the state-of-the-art Czech NER system [11].,result,0.7467,Short
"The concordance rates between the two methods in ART-experienced and ART-naive patients were 98.54% (1,353/ 1,373) (95% CI, 97.76% to 99.05",background,,Short
"However, the contribution of the reductase systems in human red blood cells (RBCs) remains u nclear [4,5].",background,1.0,Short
"This confirms and extends the results of Connelly et al. (2005) and the work of Berninger (1999), among others.",result,,Short
BRIS- CPBD JNB LPC S3 BIQI Metri- Ours QUE[17] [19] [11] [14] [26] [18] cQ[30],background,0.6095,Short
"Indeed, in some studies of MOPr signaling outputs, the endomorphins seem to be partial agonists (e.g., Saidak et al., 2006).",background,1.0,Short
"[13] have collected a large data set of iris images, intentionally sampling a range of quality broader than that used by current commercial iris recognition systems.",background,0.7415,Short
"flocus and cerebellum dorsal vermis are involved in it (Kuicken et al., 2001-2002; Lee et al., 2006; Parker et al., 2009).",background,1.0,Short
"In line with past studies (e.g., Anderson et al., 1998; Craik et al., 1996) results of the current study showed that secondary task performance i.",result,1.0,Short
1 is involved in other autophagy-regulated processes in addition to aggrephagy (26).,background,0.7308,Short
We can calculate the fold-preferential p-value of a particular motif ω to occur by chance in a particular SCOP Fold by using a hypergeometric distribution [15]:,method,1.0,Short
"%) individuals with psoriatic arthritis had CD (the Swedish study used no controls; Lindqvist et al., 2002).",background,1.0,Short
"The mixing times for various mixers are listed in Table III; these times were obtained from lab experiments 
[Paik et al. 2003].",method,1.0,Short
"elegans ventral nerve cord [17,18], as well as in early chick spinal cord, where electroporated mouse Ebf1 promotes expression of numerous neuronal markers [15].",background,1.0,Short
"To avoid the need for MDS computation, one can further utilise simpler features such as a single colour for an image, expressed in terms of hue and lightness [9, 7].",method,1.0,Short
"(Reed and Lardy 1972) decreased diosgenin pro-
duction in T. foenum-graecum seedlings, as compared to the control.",background,1.0,Short
"The activity of hCG is initiated by binding of hCG to its transmembrane glycoprotein receptor, which is a member of the G protein-coupled receptor superfamily [35].",background,1.0,Short
"Not surprisingly, strong expression of Bcl-2 has been shown to be a consistent feature of EBV-associated PTLD (19, 20).",background,1.0,Short
"It is also critical for women to have a health professional they can trust for support (Hegney et al, 2008).",background,1.0,Short
Bendahmane and Gronenborn (1997) used antisense RNA to engineer resistance against Tomato yellow leaf curl virus (TYLCV) in N. benthamiana.,background,0.6052000000000001,Short
This seems to be the main drawback of the current implementation in comparison to the method of Black Jepson (“refined” in Table 1).,result,0.7557,Short
"It is therefore likely that HE induces fundamental dysfunctions in different systems of the human central nervous system (Timmermann et al., 2008).",background,1.0,Short
"As reported previously [17], of the 12,203 men who participated in the baseline screening 819 (6.",result,0.6065,Short
"Hanlon et al. (1998) studied a cohort of 8,349 women and 7,057 men 45-64 years of age in Central Scotland.",background,1.0,Short
"Adam optimizer [Kingma and Ba, 2015] is used with the learning rate of 0.0005 and momentum of [0, 0.9].",method,,Short
5 mg/day (Cohort 3 [C3]); doses were selected based on data from the prior Phase I monotherapy study [5].,background,1.0,Short
"From 4 μL of this sample, SEBs generated at the 23-RSS or its replacement were detected using LM-PCR as previously described [24,31].",method,0.7677,Short
"ankle-link antigen (ALA) with ankle links (Goodyear and Richardson, 1999), and the tip-link antigen (TLA) with tip and kinocilial links (Goodyear and Richardson, 2003).",background,0.7579,Short
"intergenic and upstream of chorion genes (Delidakis and Kafatos, 1989; Heck and Spradling, 1990; Orr-Weaver and Spradling, 1986).",background,1.0,Short
"Marcus et al.
(MEA) reported over-regularization rates for each of 25 children from the CHILDES database of transcripts (MacWhinney, 2000).",background,1.0,Short
"with Seq and Peq being respectively the concentration of the substrate and the product at the thermodynamic equilibrium (Heinrich and Schuster, 1996).",background,1.0,Short
RankProd statistical test (10) was performed for the selection of differentially expressed genes (DEGs) following a two-class paired design.,method,0.7134,Short
"This is only a subset of the organs which express type VI collagen in their connective tissue (Marvulli et al., 1996).",background,1.0,Short
"pollicarus were modified only slightly from a recent report, in which a schematic of the preparation and recording sites is provided (Krans and Chapple 2005).",background,1.0,Short
"[4] Christopher King, Additivity for unital qubit channels (2001), quant-ph/0103156.",background,0.618,Short
"Bilateral occurrence is rare (4), and only one of our patients had bilateral distribution.",background,0.7487,Short
Individuals were enrolled into the study if they: (1) were 65 years of age or older and (2) met DSM-IV-TR criteria for BED.,method,,Short
Updated results for one of these trials [5] have been recently published [21].,background,0.7436,Short
Prior work on theSNRe (Varghese and Ophir 1997a) and CNRe (Varghese and Ophir 1998) has established theoretical upper bounds on the values ofSNRe and CNRe.,background,1.0,Short
"Although a hardware image compositor is utilized, it has some physical performance limitation [10, 11].",method,1.0,Short
Abeler et al. (2010) study this question by analyzing two important fairness principles: horizontal equality and equity.,background,1.0,Short
Only the two known trnL haplotypes having different lengths (Spagnuolo et al. 2007) were found; no other point mutations were observed in sequences.,background,1.0,Short
The other is a discriminative approach (DT) based on parse error measure to train the HVS model [8].,method,,Short
"In fact, some of these loci may already be engaged by initiating RNA polymerase II (RNAPII) [6].",background,0.6018,Short
"Given the observed in vivo phosphorylation of these residues (Reimann et al., 2013) together",background,1.0,Short
Deprivation status was calculated based on the Small Area Health Research Unit (SAHRU) National Deprivation index [17].,method,,Short
"The dynamical stability of periodic (or almost periodic ) solutions in delayed neural networks with discontinuous activation is investigated in [19,22,25-32,50,52].",background,1.0,Short
"According to Shakir et al. (2012), the tannery effluents contain xenobiotics, and their chemical composition is complex and dramatically changes in tanning industries.",background,0.6666000000000001,Short
"Progress in finding a treatment for tinnitus has been hampered by the fact that tinnitus represents a highly heterogeneous condition (Schecklmann et al., 2012a, 2013).",background,0.7523000000000001,Short
The previous section showed that the [5] method yields the lowest MAPE among other methods no matter what training data were used; one year or two years.,method,1.0,Short
"Our result is consistent with those of two similar kinds of studies done in other regions of Ethiopia [15,16].",result,,Short
"We had initially also used the Chalmers scale [17,18] but abandoned it when the reliability between data abstractors was very poor.",method,,Short
"Details of the device characteristics, function and the approach to surgical implantation have been described elsewhere.(7) Patients on pulsatile-flow",method,,Short
Constitutive heterochromatin (CH) was detected using barium hydroxide (Sumner 1972) and the NORs were detected using silver nitrate staining (Howell and Black 1980).,method,,Short
"Recently, Lie and Alsop (2009) found that punishers had parallel but opposite effects to reinforcers using a signal-detection task with human participants.",background,1.0,Short
"The author’s rebuttal to the delusional parasitosis literature referenced above, especially that of Shelomi [8] is in 4 sections.",background,0.722,Short
Between row readouts the pixels can continue accumulating counts if a local counter is present on-pixel [103].,background,1.0,Short
"However, some other studies did not support using 18S rRNA gene for species delimitation [28,47,48].",result,1.0,Short
"SSA responses have also been discovered in auditory thalamus (Anderson et al., 2009) and auditory cortex (Von der Behrens et al.",background,1.0,Short
"Contralateral and ipsilateral motor responses were predominantly elbow flexion and wrist extension, similar to a previous report (Neafsey et al., 1986).",result,0.7371000000000001,Short
"Otherwise numerous CCK2 agonists, including Boc– CCK-4, BC197 (Derrien et al. 1994; Ladurelle et al. 1997)",background,1.0,Short
"The CB served as positive control tissue for mGluR1, mGluR2, and mGluR4 (15, 30), whereas the OB prominently expresses mGluR6, mGluR7, and mGluR8 (5, 23, 27).",background,1.0,Short
"Nevertheless, this downward trend is not observed among HIV-1 infected patients [2, 3].",background,1.0,Short
M1R are mainly distributed in the peripheral lung tissue and in the alveolar walls [16] within parasympathetic ganglia and regulate cholinergic transmission [20].,background,1.0,Short
"BmCatD-RNAi also inhibited the programmed cell death of larval gut during pupal stage (Gui et al., 2006).",background,1.0,Short
"Specifically, Step 1 implements the coordinated competition (Xu, 1998a), which has different simplified forms for specific qðxly; ‘Þ and qðy;‘Þ: For the case of Eq.",background,0.775999999999999,Short
We can calculate the fold-preferential p-value of a particular motif œâ to occur by chance in a particular SCOP Fold by using a hypergeometric distribution [15]:,method,,Short
These values lie in the range of average moment arm values for the index finger reported in An et al. (1983) and Valero-Cuevas et al. (1998).,method,,Short
The most likely explanation for the lethal phenotype is that GAG chain biosynthesis is blocked; this is consistent with reduced Wg signaling (Haerry et al. 1997).,background,0.7363000000000001,Short
The pentamer is released as an acute phase reactant upon stimulation by IL-6 or other markers of cellular stress and injury [17].,background,1.0,Short
"Young’s modulus and Poisson’s ratio were chosen as follows [20, 21]: enamel, 90 GPa and 0.",method,1.0,Short
This is reinforced by a large literature on human-computer interface design (Brinck et al. 2002; Shneiderman 1998).,method,,Short
2004) but MBs are more frequently found in sheep hearts (Ozbag and Kervancioglu 2004) than human hearts.,background,1.0,Short
"Because the majority of EBV PTLDs and ARLs express LMP-1 (5–7), it is not surprising that Bcl-2 is overexpressed in these tumors (19, 20).",background,0.7416,Short
levels in the medium also influence the transcription of the ech42 endochitinase gene (Donzelli and Harman 2001).,background,1.0,Short
Shimodaira–Hasegawa tests27 (SH test) and approximately unbiased tests28 (AU; Shimodaira 2002) were performed with Treefinder to test the tree topologies.,method,,Short
"SQP methods date back to Wilson [14] and were popularized by Han [12] and Powell [13], see [8, Chapter 12.",method,0.7373000000000001,Short
"A similar pattern of CF labeling was observed with Tbx18-Cre (5), another epicardial-specific Cre driver (Supplemental Figure 4, B and C).",method,0.6093000000000001,Short
"Long QT syndrome approach, described by Allegue et al. (2010) [10] was used for the genetic mutation screening on KCNQ1, KCNH2, and SCN5A genes.",method,,Short
"brucei despite the lack of a functional Krebs cycle in BF developmental stages of this parasite (12, 18).",background,1.0,Short
"18 of cells that will develop into the procambium (Carland and Nelson, 2004).",background,0.7529,Short
Only one study had evaluated serum PCT concentrations in 53 women with preterm labour compared to 31 healthy pregnant women [19].,method,,Short
"In order to find the MAP between two steady states, we follow the minimum action method in [42] to compute the numerical solutions with the time interval [0, 100].",method,,Short
"Mammalian T1Rs and T2Rs, which are G-protein coupled receptors (GPCRs), are expressed in taste bud cells (Adler et al. 2000; Hoon et al. 1999).",background,0.7514000000000001,Short
"Riboprobe complementary to a region in the subgenomic virus RNA was generated from AflII-linearized pGSV.SS (Trgovcich et al., 1996).",method,,Short
The beat-to-beat spectral estimation analysis was based on the discrete wavelet transform using Gabor basis wavelet (18) and 256-event data.,method,,Short
"More specifically, system quality can directly or indirectly predict individuals’ perceived benefits from using an IS [19, 21].",background,0.7518,Short
"That AONs are a promising therapeutic tool was recently shown in phase I and phase I/II clinical trials in DMD (Goemans et al., 2011; Cirak et al., 2011).",background,0.6108,Short
The data used in this study are from the NYPUM-project [NY (new) Parkinsonism in UMeå] [17].,method,1.0,Short
"On these grounds, anti-HER2 therapy (associated with traditional chemotherapy) is recommended for advanced HER2-positive GC and BAc [7].",background,1.0,Short
